param,value,seed,ari_A,ari_B,ari_C,silhouette,epsilon,rho_B,observed_evr_error,theorem1_bound_evr,theorem1_holds
ratio,1.2,2006,0.045170266024077685,0.11783005007858904,-0.00138429858756804,0.347829028598631,0.043833580112726415,0.4148571303121197,0.004335538589867127,0.039450222101453776,True
ratio,1.2,2007,0.062323945463248424,0.09781600640524324,-0.00027857274959732084,0.33110493064974333,0.04563340541239432,0.42595870198022023,0.008016130528291055,0.04107006487115489,True
ratio,1.2,2008,0.058525009243900944,0.08392448041982552,-4.158354377819755e-05,0.34073589041476937,0.04758342595229788,0.3898174224832332,0.008181222203226013,0.04282508335706809,True
ratio,1.2,2009,0.04646793586209744,0.10348722278769637,0.0032651706542243092,0.3450202799567405,0.05297779407272615,0.43784050841158834,0.006724358323937829,0.04768001466545354,True
ratio,1.2,2010,0.07196341475629088,0.09784771939024617,0.0007634412064054892,0.3328279345517627,0.04815226254501495,0.41217270250456695,0.00854899542157248,0.043337036290513456,True
ratio,1.2,2011,0.09113218374129459,0.12224583942630757,0.004551565746009659,0.35715591347617365,0.057063959160897466,0.3977782805923915,0.009335646494412741,0.051357563244807725,True
ratio,1.2,2012,0.04259246130182936,0.10309260528164836,0.00501959192504153,0.3446619398585117,0.08093860259250099,0.417468414914769,0.009009777388426298,0.07284474233325089,True
ratio,1.2,2013,0.04851891817339223,0.11324409747225239,-0.0030155397443264024,0.34607826408569825,0.04113807614917651,0.38830995222763687,0.008731942498295365,0.03702426853425886,True
ratio,1.2,2014,0.10640224040403376,0.13245499704985225,0.003807742134468222,0.3487256906746727,0.04706080665921346,0.42782112921370474,0.009625641971929388,0.04235472599329211,True
ratio,1.2,2015,0.08123902535515183,0.11640515666449786,0.0013427277810513767,0.3535339541217818,0.044557418706431165,0.4404701311965066,0.00975711480043966,0.040101676835788046,True
ratio,1.2,2016,0.029547656783462366,0.10186943131304561,0.0008419778626463408,0.337202672584354,0.06864371133373773,0.39604451422438386,0.00826625100682361,0.06177934020036395,True
ratio,1.2,2017,0.010098843467188081,0.13080463982227486,-0.0036307558266159934,0.3509691358498212,0.047630138077605834,0.40213313364326,0.005874938989608336,0.04286712426984525,True
ratio,1.2,2018,0.043832203570722365,0.10237709483655077,0.0009275124791406898,0.33248686432226804,0.0447683514776554,0.4255853084643584,0.008242454394845444,0.04029151632988986,True
ratio,1.2,2019,0.0978382415372418,0.11088664801100266,-0.0013229108502274965,0.35283168675670973,0.05620975817311902,0.408725236936509,0.006026136885286771,0.05058878235580712,True
ratio,1.6,2000,0.0767854223381094,0.16359462658333537,0.004192122603295463,0.36376752967287035,0.04979174033696626,0.440830915173175,0.0075614644831937475,0.04481256630326964,True
ratio,1.6,2001,0.002248266209471254,0.17998392577535868,-0.003438545327760409,0.368913409783099,0.064698821523795,0.48046470507269556,0.00947567691451453,0.0582289393714155,True
ratio,1.6,2002,0.061941076405255084,0.13539658260663115,-0.00139558368199136,0.3404724169017754,0.061587719065785355,0.4818443266133324,0.007810546930820094,0.05542894715920682,True
ratio,1.6,2003,0.10285458399663146,0.1570646913796611,0.0016339414738483673,0.3621543722363865,0.061125715994364976,0.47696883208827845,0.009103157207663437,0.05501314439492848,True
ratio,1.6,2004,0.032722016990567426,0.16282426620468457,0.003368286719965953,0.34855065334037866,0.06283184593426304,0.5016699486364159,0.0063173823806129455,0.056548661340836734,True
ratio,1.6,2005,0.010581883242124722,0.13722806854919126,0.006461647320632646,0.3472033956154154,0.048935420387835375,0.46282831670924623,0.00848739188014197,0.044041878349051836,True
ratio,1.6,2006,0.04513136655996823,0.1459918757350861,-0.0021767524551794893,0.35602251893708087,0.043833580112726415,0.4742690993781002,0.004328586739724893,0.039450222101453776,True
ratio,1.6,2007,0.06230894825110183,0.15695277568129762,0.0016225448974594339,0.35054429400830195,0.04563340541239432,0.4827532685375191,0.008029452242640267,0.04107006487115489,True
ratio,1.6,2008,0.05826630516079494,0.14143480799647767,-0.0013815149432590914,0.3506613251052697,0.04758342595229788,0.4496245064996434,0.008031808149943842,0.04282508335706809,True
ratio,1.6,2009,0.0490001332844936,0.1517417597713022,0.0033785808158879357,0.3585671058254641,0.05297779407272615,0.49658836103959425,0.00671837558928432,0.04768001466545354,True
ratio,1.6,2010,0.07078481109706136,0.1366629252478833,0.0018780032034673418,0.3447361606024913,0.04815226254501495,0.46827262823601234,0.008575689801997077,0.043337036290513456,True
ratio,1.6,2011,0.09027471339903217,0.15805264683787446,0.0030250000625328156,0.36925683839245277,0.057063959160897466,0.45818862726761966,0.009307864047360725,0.051357563244807725,True
ratio,1.6,2012,0.04095628502742514,0.1609954868151812,0.004730741121358146,0.3612508313049757,0.0793974352517165,0.4766355485931151,0.008987625599913918,0.07145769172654484,True
ratio,1.6,2013,0.05476150373555912,0.18448800298231238,-0.0013213223642566474,0.36541134280556953,0.04113807614917651,0.450684304276514,0.008777916326262392,0.03702426853425886,True
ratio,1.6,2014,0.11296100832957512,0.17387108121429107,0.0029410146069910204,0.3656368082289338,0.04706080665921346,0.4860618131326931,0.009603647958955097,0.04235472599329211,True
